action,proto,source,src_port,direction,destination,dst_port,msg,options,options_signature
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Steckt IRCbot executable download""","['flow', 'http_header', 'content', 'http_uri', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A| Mozilla/4.0 |28|compatible|29 0D 0A|""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('content', ['""/launch.php""']), ('content', ['""?f=""']), ('content', ['""&s=""', 'distance 0']), ('content', ['""&is_direct=""', 'distance 0']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Worm.Steckt IRCbot executable download""","['flow', 'http_header', 'content', 'http_uri', 'content', 'content', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A| Mozilla/4.0 |28|compatible|29 0D 0A|""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('content', ['""/direct.php""']), ('content', ['""?f=""']), ('content', ['""&s=""']), ('pcre', ['""/\\x2Fdirect\\.php\\x3Ff=[0-9]{8}\\x26s=[a-z0-9]{3}\\.[a-z]{1', '4}/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Worm.Steckt IRCbot executable download""","['flow', 'http_uri', 'content', 'http_header', 'content', 'http_cookie', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/site2/""']), ('http_header', ''), ('content', ['!""Referer|3A| ""']), ('http_cookie', ''), ('content', ['""60gp=""']), ('content', ['""60gpBAK=""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""MALWARE-CNC Win.Worm.Neeris IRCbot variant outbound connection""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""JOIN biz abc|0D 0A|""', 'depth 15']), ('service', ['irc'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""MALWARE-CNC Win.Worm.Steckt IRCbot variant outbound connection""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""JOIN n jobs|0D 0A|""', 'depth 14']), ('service', ['irc'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""MALWARE-CNC Win.Worm.Steckt IRCbot variant outbound connection""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""JOIN test1|20 7C 0D 0A|JOIN test2|20 7C 0D 0A|JOIN test3 (null)|0D 0A|""', 'depth 50']), ('service', ['irc'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Banload variant inbound connection""","['flow', 'http_header', 'content', 'content', 'pcre', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""/avcheck.exe|0D 0A 0D 0A|""', 'fast_pattern', 'nocase']), ('content', ['""|0D 0A|Location: https://dl.dropboxusercontent.com/""']), ('pcre', ['""/\\r\\nLocation\\x3a\\x20https\\x3a\\x2f{2}dl\\.dropboxusercontent\\.com\\/[a-zA-Z\\d\\x2f]{5', '32}\\/avcheck\\.exe\\r\\n\\r\\n$/""']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain jiang-zem.in - Win.Trojan.Zeus""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|09|jiang-zem|02|in|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection""","['flow', 'http_uri', 'bufferlen', 'content', 'http_header', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('bufferlen', ['13']), ('content', ['""/webstat/?i=""', 'depth 12', 'fast_pattern']), ('http_header', ''), ('content', ['""User-Agent: Mozilla/7""']), ('content', ['""|3B 20|MSIE|20|""', 'distance 0']), ('content', ['!""Accept-Encoding:""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""EXPLOIT-KIT CritX exploit kit payload download attempt""","['flow', 'http_header', 'content', 'content', 'content', 'pcre', 'flowbits', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['"".exe|0D 0A|""', 'fast_pattern', 'nocase']), ('content', ['""filename=""']), ('content', ['"".exe|0D 0A|""', 'within 6', 'distance 24']), ('pcre', ['""/filename=(?![a-f]{24}|\\d{24})[a-f\\d]{24}\\.exe\\r\\n/""']), ('flowbits', ['set', 'file.exploit_kit.pe']), ('service', ['http'])]"
alert,tcp,any,any,unidirectional,any,$HTTP_PORTS,"""BLACKLIST User-Agent known malicious user-agent string fortis""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent: fortis|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Androm variant outbound connection""","['flow', 'http_uri', 'content', 'pkt_data', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/se/gate.php""']), ('pkt_data', ''), ('content', ['""HTTP/1.1|0D 0A|Cache-Control: no-cache|0D 0A|Connection: close|0D 0A|Pragma: no-cache|0D 0A|Content-Type: application/x-www-form-urlencoded|0D 0A|User-Agent: Mozilla/4.0|0D 0A|Content-Length: ""', 'fast_pattern', 'nocase']), ('http_client_body', ''), ('pcre', ['""/\\x3d\\x0a$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Strictor variant outbound connection""","['flow', 'http_uri', 'bufferlen', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('bufferlen', ['19']), ('content', ['""/mod/lookfashon.jpg""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['!""Accept-Language:""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Graftor variant outbound connection""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/chamjavanv.inf?aapf/login.jsp?=""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Graftor variant outbound connection""","['flow', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/novredir_inf.php?apt/login.jsp?=""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Dropper variant outbound connection""","['flow', 'http_uri', 'bufferlen', 'content', 'http_header', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('bufferlen', ['19']), ('content', ['""/FileToDownload.exe""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""Host: dl.dropbox.com|0D 0A|""']), ('content', ['!""Accept""']), ('content', ['!""User-Agent""']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain bog5151.zapto.org - Win.Trojan.Dunihi""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|07|bog5151|05|zapto|03|org|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain kara.no-ip.info - Win.Trojan.Dunihi""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|04|kara|05|no-ip|04|info|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Graftor variant inbound connection""","['flow', 'http_header', 'content', 'file_data', 'pkt_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""|3B 20|filename=CostcoForm.zip|0D 0A|""', 'fast_pattern', 'nocase']), ('file_data', ''), ('pkt_data', ''), ('content', ['""CostcoForm.exe""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zusy variant outbound connection""","['flow', 'http_client_body', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_client_body', ''), ('content', ['""rotina=UPDATE&tip=stat&nome=""', 'depth 28', 'fast_pattern']), ('content', ['""&tmp=""', 'distance 0']), ('content', ['""&stat=""', 'distance 0']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,"[777, 778]",unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Dropper inbound encrypted traffic""","['flow', 'dsize', 'content']","[('flow', ['to_client', 'established']), ('dsize', ['10<=>20']), ('content', ['""|05 29 00 00 00 05 29 00 00 00|""', 'fast_pattern', 'nocase'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"[777, 778]","""MALWARE-CNC Win.Trojan.Dropper outbound encrypted traffic - potential exfiltration""","['flow', 'dsize', 'content']","[('flow', ['to_server', 'established']), ('dsize', ['>1440']), ('content', ['""|03 2B 82 86 02 A0 05|""', 'fast_pattern', 'nocase'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"[777, 778]","""MALWARE-CNC Win.Trojan.Dropper outbound encrypted traffic""","['flow', 'dsize', 'content']","[('flow', ['to_server', 'established']), ('dsize', ['5']), ('content', ['""|05 29 00 00 00|""', 'fast_pattern', 'nocase'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,80,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'pkt_data', 'content', 'http_header', 'content', 'content', 'content', 'http_cookie', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['6']), ('pkt_data', ''), ('content', ['""/webhp HTTP/1.1|0D 0A|Accept: */*|0D 0A|Connection: Close|0D 0A|User-Agent: Mozilla/4.0 (""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""|3B| MSIE ""']), ('content', ['""google.""']), ('content', ['!""Accept-""']), ('http_cookie', ''), ('content', ['""NID=""', 'depth 4']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""POLICY-SPAM Potential phishing attack - .zip receipt filename download with .exe name within .zip the same""","['flow', 'http_header', 'content', 'content', 'pcre', 'file_data', 'pkt_data', 'content', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""Receipt""', 'fast_pattern', 'nocase']), ('content', ['"".zip""']), ('pcre', ['""/\\sfilename=[a-z0-9]{0', '20}receipt[a-z0-9]{0', '20}\\.zip/i""']), ('file_data', ''), ('pkt_data', ''), ('content', ['""PK""', 'depth 2']), ('content', ['"".exe""', 'within 50']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""POLICY-SPAM Potential phishing attack - .zip shipping filename download with .exe name within .zip the same""","['flow', 'http_header', 'content', 'content', 'pcre', 'file_data', 'pkt_data', 'content', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""Shipping""', 'fast_pattern', 'nocase']), ('content', ['"".zip""']), ('pcre', ['""/\\sfilename=[a-z0-9]{0', '20}shipping[a-z0-9]{0', '20}\\.zip/i""']), ('file_data', ''), ('pkt_data', ''), ('content', ['""PK""', 'depth 2']), ('content', ['"".exe""', 'within 50']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""POLICY-SPAM Potential phishing attack - .zip voicemail filename download with .exe name within .zip the same""","['flow', 'http_header', 'content', 'content', 'pcre', 'file_data', 'pkt_data', 'content', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""voicemail""', 'fast_pattern', 'nocase']), ('content', ['"".zip""']), ('pcre', ['""/\\sfilename=[a-z0-9]{0', '20}voicemail[a-z0-9]{0', '20}\\.zip/i""']), ('file_data', ''), ('pkt_data', ''), ('content', ['""PK""', 'depth 2']), ('content', ['"".exe""', 'within 50']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""POLICY-SPAM Potential phishing attack - .zip statement filename download with .exe name within .zip the same""","['flow', 'http_header', 'content', 'content', 'pcre', 'file_data', 'pkt_data', 'content', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""statement""', 'fast_pattern', 'nocase']), ('content', ['"".zip""']), ('pcre', ['""/\\sfilename=[a-z0-9]{0', '20}statement[a-z0-9]{0', '20}\\.zip/i""']), ('file_data', ''), ('pkt_data', ''), ('content', ['""PK""', 'depth 2']), ('content', ['"".exe""', 'within 50']), ('service', ['http'])]"
alert,icmp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""PROTOCOL-ICMP Unusual L3retriever Ping detected""","['icode', 'itype', 'dsize', 'content']","[('icode', ['0']), ('itype', ['8']), ('dsize', ['>32']), ('content', ['""ABCDEFGHIJKLMNOPQRSTUVWABCDEFGHI""', 'depth 32'])]"
alert,icmp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""PROTOCOL-ICMP Unusual Microsoft Windows Ping detected""","['icode', 'itype', 'dsize', 'content']","[('icode', ['0']), ('itype', ['8']), ('dsize', ['>32']), ('content', ['""0123456789abcdefghijklmnopqrstuv""', 'depth 32'])]"
alert,icmp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""PROTOCOL-ICMP Unusual PING detected""","['icode', 'itype', 'fragbits', 'content', 'content', 'content', 'content', 'content', 'content']","[('icode', ['0']), ('itype', ['8']), ('fragbits', ['!M']), ('content', ['!""ABCDEFGHIJKLMNOPQRSTUVWABCDEFGHI""', 'depth 32']), ('content', ['!""0123456789abcdefghijklmnopqrstuv""', 'depth 32']), ('content', ['!""EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE""', 'depth 36']), ('content', ['!""WANG2""']), ('content', ['!""cacti-monitoring-system""', 'depth 65']), ('content', ['!""SolarWinds""', 'depth 72'])]"
alert,icmp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,any,"""PROTOCOL-ICMP Unusual Microsoft Windows 7 Ping detected""","['icode', 'itype', 'dsize', 'content']","[('icode', ['0']), ('itype', ['8']), ('dsize', ['>32']), ('content', ['""abcdefghijklmnopqrstuvwabcdefghi""', 'depth 32'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,443,"""MALWARE-CNC Win.Trojan.Fexel variant outbound connection""","['flow', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""|0A|Agtid|3A 20|""']), ('content', ['""08x|0D 0A|""', 'within 5', 'distance 8']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain antiq.scifi.ro - Linux.Backdoor.Shellbot""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|05|antiq|05|scifi|02|ro|00|""']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request for known malware domain funny.evils.in - Linux.Backdoor.Shellbot""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|05|funny|05|evils|02|in|00|""']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Linux.Backdoor.Shellbot outbound connection""","['flow', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""JOIN|20|vnc|0A|""', 'depth 10']), ('content', ['""PRIVMSG|20|vnc|20 3A|""', 'within 14']), ('content', ['""status checking program online""', 'within 30', 'distance 7', 'nocase']), ('service', ['irc'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.DomaIQ variant outbound connection""","['flow', 'content', 'http_uri', 'content', 'http_header', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['""/trace/Start HTTP/1.1|0D 0A|Host: ""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('content', ['""/debug/Version/""', 'depth 15']), ('http_header', ''), ('content', ['!""Accept""']), ('content', ['!""User-Agent:""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Graftor variant outbound connection""","['flow', 'http_client_body', 'content', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_client_body', ''), ('content', ['""&bolausado""', 'fast_pattern', 'nocase']), ('content', ['""rotina=""', 'depth 7']), ('content', ['""&casa=""', 'distance 0']), ('content', ['""&idcliente""', 'distance 0']), ('content', ['""&outro=""', 'distance 0']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Linkup outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_method', 'content', 'http_uri', 'content', 'http_header', 'content', 'http_client_body', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['20']), ('http_method', ''), ('content', ['""POST""']), ('http_uri', ''), ('content', ['""/uplink.php?logo.jpg""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""User-Agent: Mozilla/5.0""']), ('http_client_body', ''), ('content', ['""token=""', 'depth 6']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""BLACKLIST User-Agent known malicious user-agent string MSIE 4.01 - Win.Trojan.Careto""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Mozilla/4.0 |28|compatible|3B| MSIE 4.01|3B| Windows NT|29 0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain appleupdt.com - Win.Trojan.Careto""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|09|appleupdt|03|com|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain carrus.gotdns.com - Win.Trojan.Careto""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|06|carrus|06|gotdns|03|com|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain cherry1962.dyndns.org - Win.Trojan.Careto""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|0A|cherry1962|06|dyndns|03|org|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain ctronlinenews.dyndns.tv - Win.Trojan.Careto""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|0D|ctronlinenews|06|dyndns|02|tv|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain dfup.selfip.org - Win.Trojan.Careto""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|04|dfup|06|selfip|03|org|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
